index,timeAsCustomer,driverAge,insuranceAccess,insurancePremium,driverGender,educationLevel,accidentType,incidentSeverity,authoritiesInvolved,incidentTime,numVehiclesInvolved,numBodilyInjuries,policeReportBool,totalClaimAmount,fraud,vehicleAge,driverExperience,licenceType
1479,88,25,2000,1285,,Bachelor,Parked Car,Major Loss,None,17,1,1,1,10000,0,20,8,Full
1480,60,49,2000,1175,,MD,Single Vehicle Collision,Major Loss,Other,12,1,1,1,1000,0,19,29,Full
1481,9,25,1000,1419,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,22,3,1,0,3000,0,19,8,Full
1482,13,33,1000,1184,,High School,Multi-vehicle Collision,Major Loss,Police,7,2,1,1,3000,1,0,15,Full
1483,100,58,500,1111,,Masters,Multi-vehicle Collision,Minor Loss,Ambulance,19,3,1,0,1000,0,12,38,Full
1484,79,44,1000,1203,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,6,3,1,0,4000,0,5,28,Full
1485,115,27,1000,950,,High School,Multi-vehicle Collision,Major Loss,Police,22,3,1,1,7000,0,11,11,Full
1486,106,28,2000,1448,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,14,1,1,1,6000,0,6,10,Full
1487,97,50,1000,1346,,High School,Multi-vehicle Collision,Major Loss,Police,21,2,1,0,9000,0,3,29,Full
1488,105,54,2000,1086,,MD,Vehicle Theft,Minor Loss,Ambulance,4,1,1,0,7000,0,9,38,Full
1489,76,52,2000,1679,,Bachelor,Parked Car,Major Loss,Ambulance,15,1,0,1,7000,0,10,32,Full
1490,73,41,1000,1588,,College,Single Vehicle Collision,Major Loss,Police,6,1,1,1,3000,0,20,21,Full
1491,30,60,1000,916,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,3,4,0,0,7000,0,0,40,Full
1492,105,49,1000,1606,,College,Single Vehicle Collision,Minor Loss,Police,1,1,0,1,6000,0,6,32,Full
1493,84,62,500,1154,,College,Vehicle Theft,Major Loss,None,18,1,1,1,6000,0,17,40,Full
1494,82,33,500,1070,,High School,Multi-vehicle Collision,Major Loss,Police,10,2,0,1,8000,0,13,11,Full
1495,29,30,2000,1605,,Bachelor,Single Vehicle Collision,Major Loss,Police,6,1,1,0,4000,0,17,13,Full
1496,49,60,2000,900,,High School,Multi-vehicle Collision,Minor Loss,Police,14,2,1,0,4000,0,13,40,Full
1497,67,39,500,869,,Masters,Single Vehicle Collision,Major Loss,Ambulance,17,1,1,1,7000,0,15,22,Full
1498,98,60,1000,1451,,High School,Multi-vehicle Collision,Total Loss,Police,20,3,0,1,2000,0,10,39,Full
1499,74,31,500,1551,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,11,3,1,0,5000,0,4,14,Full
1500,37,29,1000,1208,,High School,Single Vehicle Collision,Total Loss,Ambulance,8,1,1,1,3000,0,16,10,Full
1501,94,52,500,1352,,High School,Multi-vehicle Collision,Major Loss,Police,13,3,1,1,1000,0,11,31,Full
1502,83,52,2000,1497,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,0,3,1,1,6000,0,2,35,Full
1503,84,57,1000,1601,,High School,Single Vehicle Collision,Minor Loss,Police,22,1,1,1,9000,0,16,38,Full
1504,78,42,500,1529,,PhD,Single Vehicle Collision,Major Loss,Police,5,1,1,0,5000,0,20,21,Full
1505,108,38,1000,1134,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,9,3,1,0,5000,0,7,19,Full
1506,37,64,2000,981,,Bachelor,Parked Car,Major Loss,None,4,1,1,1,2000,0,6,42,Full
1507,58,32,2000,1212,,Masters,Vehicle Theft,Total Loss,Ambulance,11,1,1,1,9000,0,1,10,Full
1508,82,63,500,1461,,MD,Multi-vehicle Collision,Total Loss,None,20,3,1,1,5000,0,13,46,Full
1509,80,61,1000,1027,,College,Multi-vehicle Collision,Total Loss,Police,13,3,1,1,6000,1,20,44,Full
1510,77,57,1000,1032,,High School,Single Vehicle Collision,Total Loss,None,9,1,1,0,8000,0,2,40,Full
1511,58,53,1000,1471,,Bachelor,Multi-vehicle Collision,Total Loss,Police,19,3,1,1,1000,0,9,31,Full
1512,17,55,2000,1104,,College,Multi-vehicle Collision,Total Loss,Ambulance,22,3,0,0,9000,0,2,39,Full
1513,103,48,500,1558,,Bachelor,Single Vehicle Collision,Total Loss,Police,16,1,0,1,2000,0,0,29,Full
1514,84,45,1000,1463,,College,Single Vehicle Collision,Major Loss,Ambulance,23,1,1,1,5000,0,13,29,Full
1515,77,50,500,1004,,Bachelor,Single Vehicle Collision,Major Loss,None,6,1,1,0,8000,0,18,30,Full
1516,33,37,1000,1512,,High School,Single Vehicle Collision,Major Loss,Other,10,1,1,1,9000,0,6,20,Full
1517,37,27,1000,1525,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,23,3,0,0,5000,0,18,7,Full
1518,40,43,500,854,,Bachelor,Multi-vehicle Collision,Major Loss,None,19,3,1,1,8000,0,2,22,Full
1519,118,42,500,877,,Bachelor,Single Vehicle Collision,Minor Loss,Police,22,1,1,1,10000,0,4,26,Full
1520,39,51,500,1403,,Masters,Vehicle Theft,Minor Loss,Police,3,1,1,1,9000,0,18,32,Full
1521,35,58,1000,842,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,13,1,1,1,5000,0,10,36,Full
1522,56,53,500,1146,,Bachelor,Multi-vehicle Collision,Total Loss,Police,3,3,1,1,6000,0,12,35,Full
1523,64,48,500,1318,,High School,Multi-vehicle Collision,Minor Loss,None,4,2,1,0,7000,0,0,31,Full
1524,107,42,2000,1485,,Bachelor,Single Vehicle Collision,Total Loss,Police,17,1,1,1,7000,0,2,22,Full
1525,119,45,1000,1445,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,11,2,1,0,4000,0,1,25,Full
1526,98,55,1000,1394,,College,Multi-vehicle Collision,Minor Loss,None,22,3,1,0,2000,1,18,35,Full
1527,73,27,2000,850,,High School,Single Vehicle Collision,Major Loss,Police,16,1,1,1,3000,0,2,11,Full
1528,57,37,1000,1519,,College,Parked Car,Total Loss,Police,7,1,0,0,2000,0,17,21,Full
1529,38,45,2000,852,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,3,3,1,1,4000,0,7,27,Full
1530,91,41,1000,1145,,Masters,Multi-vehicle Collision,Major Loss,Police,8,3,1,0,1000,0,16,20,Full
1531,107,50,1000,1200,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,23,3,1,1,3000,0,7,34,Full
1532,64,46,1000,868,,High School,Multi-vehicle Collision,Major Loss,None,7,3,0,1,3000,0,5,24,Full
1533,64,41,2000,1512,,High School,Single Vehicle Collision,Total Loss,Ambulance,9,1,1,1,6000,0,2,22,Full
1534,24,56,1000,970,,College,Multi-vehicle Collision,Total Loss,Police,0,3,1,0,10000,1,5,37,Full
1535,94,55,500,1547,,College,Multi-vehicle Collision,Minor Loss,Ambulance,17,3,0,1,3000,0,9,35,Full
1536,18,53,1000,1455,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,13,3,0,1,5000,1,16,31,Full
1537,33,29,500,1414,,MD,Single Vehicle Collision,Minor Loss,Police,0,1,1,1,1000,0,9,12,Full
1538,69,34,500,1070,,Bachelor,Single Vehicle Collision,Minor Loss,None,23,1,1,1,9000,0,20,14,Full
1539,24,35,500,1047,,Masters,Single Vehicle Collision,Total Loss,Police,5,1,1,1,10000,0,10,16,Full
1540,31,28,1000,1407,,Bachelor,Parked Car,Total Loss,Police,5,1,1,0,4000,0,0,9,Full
1541,39,50,2000,851,,High School,Multi-vehicle Collision,Major Loss,None,16,3,1,1,2000,0,8,31,Full
1542,29,41,500,1157,,Bachelor,Single Vehicle Collision,Major Loss,None,12,1,0,1,1000,0,14,21,Full
1543,75,56,1000,914,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,22,1,0,1,5000,0,4,38,Full
1544,56,35,2000,1087,,College,Single Vehicle Collision,Major Loss,Police,5,1,1,1,8000,0,14,18,Full
1545,87,29,500,1064,,High School,Parked Car,Major Loss,None,19,1,1,1,8000,0,10,11,Full
1546,111,35,500,1591,,Masters,Multi-vehicle Collision,Total Loss,None,18,3,0,1,10000,0,0,17,Full
1547,91,25,500,958,,High School,Single Vehicle Collision,Total Loss,Other,10,1,1,1,3000,0,16,8,Full
1548,31,61,1000,1398,,High School,Single Vehicle Collision,Total Loss,Ambulance,13,1,0,0,6000,0,11,42,Full
1549,38,41,2000,1630,,High School,Single Vehicle Collision,Total Loss,None,12,1,1,1,7000,0,1,22,Full
1550,73,54,500,1102,,Bachelor,Multi-vehicle Collision,Total Loss,None,19,3,0,1,2000,0,9,34,Full
1551,63,47,2000,1347,,High School,Single Vehicle Collision,Minor Loss,Ambulance,19,1,1,1,10000,0,5,27,Full
1552,100,46,1000,1663,,MD,Multi-vehicle Collision,Total Loss,Police,6,3,1,0,10000,0,18,28,Full
1553,58,27,1000,1135,,Bachelor,Single Vehicle Collision,Total Loss,Ambulance,13,1,0,1,3000,0,5,10,Full
1554,17,30,2000,1273,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,2,1,0,0,9000,0,19,13,Full
1555,97,33,500,1265,,High School,Single Vehicle Collision,Major Loss,None,5,1,0,1,5000,0,11,17,Full
1556,6,37,500,1619,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,3,3,1,0,3000,0,6,21,Full
1557,76,64,500,1650,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,3,2,1,1,3000,0,16,46,Full
1558,18,32,1000,1406,,Bachelor,Multi-vehicle Collision,Major Loss,None,18,3,0,0,4000,0,14,12,Full
1559,61,48,1000,1218,,College,Single Vehicle Collision,Minor Loss,Police,18,1,0,0,6000,0,8,29,Full
1560,42,59,2000,1570,,High School,Vehicle Theft,Major Loss,Other,13,1,0,0,5000,0,12,38,Full
1561,69,27,500,995,,MD,Single Vehicle Collision,Minor Loss,Ambulance,13,1,1,1,7000,0,16,5,Full
1562,60,31,1000,1603,,College,Multi-vehicle Collision,Major Loss,Ambulance,8,4,1,1,2000,1,17,12,Full
1563,84,42,2000,1050,,Bachelor,Parked Car,Minor Loss,Police,12,1,0,1,5000,0,16,24,Full
1564,92,26,1000,1473,,MD,Vehicle Theft,Major Loss,Ambulance,20,1,1,1,7000,0,3,9,Full
1565,108,63,2000,1527,,College,Single Vehicle Collision,Total Loss,Ambulance,21,1,0,1,4000,0,17,47,Full
1566,70,64,500,1073,,High School,Parked Car,Total Loss,Ambulance,22,1,1,1,2000,0,1,44,Full
1567,118,53,500,950,,Masters,Single Vehicle Collision,Minor Loss,Other,12,1,1,1,7000,0,4,36,Full
1568,33,47,2000,1284,,High School,Parked Car,Minor Loss,Other,9,1,1,0,7000,1,12,27,Full
1569,49,39,1000,1542,,Bachelor,Vehicle Theft,Total Loss,None,11,1,1,0,8000,0,2,19,Full
1570,51,54,1000,1207,,College,Parked Car,Major Loss,Police,23,1,0,1,10000,1,12,36,Full
1571,49,55,1000,1622,,High School,Parked Car,Total Loss,Ambulance,4,1,1,0,4000,0,6,39,Full
1572,8,30,2000,1173,,MD,Multi-vehicle Collision,Major Loss,None,18,3,1,1,1000,0,8,14,Full
1573,74,50,2000,1308,,Masters,Multi-vehicle Collision,Total Loss,Ambulance,14,3,0,0,4000,0,6,29,Full
1574,50,25,1000,1177,,Bachelor,Multi-vehicle Collision,Minor Loss,None,23,3,1,1,1000,0,1,6,Full
1575,94,34,1000,933,,College,Parked Car,Major Loss,Police,19,1,1,1,8000,0,10,17,Full
1576,83,49,1000,1450,,High School,Multi-vehicle Collision,Major Loss,Ambulance,22,3,1,1,5000,0,20,28,Full
1577,7,61,2000,1633,,Bachelor,Multi-vehicle Collision,Total Loss,Police,19,3,0,1,10000,0,12,40,Full
1578,36,60,1000,1362,,Bachelor,Vehicle Theft,Major Loss,Police,19,1,1,0,10000,0,6,43,Full
1579,99,58,1000,1226,,Bachelor,Single Vehicle Collision,Minor Loss,Other,8,1,1,1,2000,0,20,37,Full
1580,108,34,2000,1087,,College,Vehicle Theft,Major Loss,Ambulance,23,1,1,1,6000,0,8,12,Full
1581,99,26,500,1583,,Bachelor,Multi-vehicle Collision,Major Loss,Police,9,3,1,1,8000,0,14,10,Full
1582,59,64,500,1646,,MD,Single Vehicle Collision,Minor Loss,Other,21,1,1,0,5000,0,13,42,Full
1583,8,52,2000,1230,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,13,1,1,0,2000,0,20,32,Full
1584,73,44,1000,1564,,High School,Multi-vehicle Collision,Total Loss,Ambulance,12,3,1,1,3000,0,19,25,Full
1585,75,37,1000,979,,High School,Single Vehicle Collision,Minor Loss,None,23,1,0,0,4000,0,3,16,Full
1586,37,33,1000,1550,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,8,3,1,1,2000,0,1,14,Full
1587,100,35,1000,1394,,Masters,Multi-vehicle Collision,Major Loss,Ambulance,17,3,1,1,2000,0,16,15,Full
1588,56,49,500,1365,,PhD,Multi-vehicle Collision,Total Loss,Ambulance,21,2,1,1,7000,0,18,30,Full
1589,85,55,500,1439,,Bachelor,Multi-vehicle Collision,Total Loss,None,14,3,1,0,8000,0,10,33,Full
1590,33,52,500,1310,,Bachelor,Vehicle Theft,Minor Loss,None,7,1,1,1,10000,0,14,32,Full
1591,89,53,2000,1441,,High School,Single Vehicle Collision,Total Loss,None,7,1,1,0,10000,0,1,34,Full
1592,65,41,2000,1019,,Masters,Vehicle Theft,Major Loss,Ambulance,22,1,1,1,10000,0,4,25,Full
1593,72,61,500,1284,,College,Single Vehicle Collision,Minor Loss,Ambulance,18,1,1,1,6000,0,3,40,Full
1594,89,35,2000,945,,High School,Single Vehicle Collision,Major Loss,Police,1,1,0,0,3000,0,12,16,Full
1595,101,52,1000,1152,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,21,4,1,1,1000,0,4,33,Full
1596,114,36,1000,849,,MD,Parked Car,Major Loss,None,13,1,1,0,3000,0,1,14,Full
1597,110,59,500,1264,,MD,Multi-vehicle Collision,Minor Loss,Ambulance,17,3,1,1,10000,0,6,42,Full
1598,107,46,500,939,,High School,Single Vehicle Collision,Major Loss,Police,0,1,0,1,7000,1,13,27,Full
1599,9,27,2000,1669,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,19,3,1,1,3000,0,11,6,Full
1600,45,64,1000,1207,,High School,Parked Car,Total Loss,Police,0,1,0,1,6000,0,6,43,Full
1601,93,50,500,882,,High School,Multi-vehicle Collision,Major Loss,None,12,3,1,0,4000,0,17,30,Full
1602,48,32,1000,851,,PhD,Multi-vehicle Collision,Minor Loss,Other,18,3,1,1,6000,0,5,16,Full
1603,44,28,2000,1206,,Masters,Single Vehicle Collision,Major Loss,None,17,1,0,1,1000,0,5,9,Full
1604,42,48,2000,1349,,High School,Multi-vehicle Collision,Major Loss,Police,15,3,0,1,4000,0,11,26,Full
1605,38,52,2000,1609,,PhD,Single Vehicle Collision,Major Loss,Ambulance,17,1,1,1,3000,0,9,36,Full
1606,70,30,1000,1133,,PhD,Single Vehicle Collision,Major Loss,Police,5,1,1,0,5000,1,9,14,Full
1607,74,44,1000,1448,,High School,Multi-vehicle Collision,Total Loss,Ambulance,8,3,0,1,4000,0,3,25,Full
1608,7,39,500,1112,,Bachelor,Multi-vehicle Collision,Total Loss,Police,10,3,0,0,8000,0,10,17,Full
1609,72,45,2000,978,,Bachelor,Single Vehicle Collision,Minor Loss,Police,19,1,1,1,1000,0,5,28,Full
1610,64,60,2000,1154,,High School,Multi-vehicle Collision,Total Loss,None,11,3,1,1,9000,0,8,42,Full
1611,24,36,2000,996,,High School,Single Vehicle Collision,Major Loss,Ambulance,2,1,0,0,7000,0,15,17,Full
1612,104,36,500,1140,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,11,3,1,1,2000,0,19,18,Full
1613,63,44,500,1023,,MD,Parked Car,Total Loss,None,10,1,1,1,2000,0,16,25,Full
1614,82,60,2000,1020,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,17,3,0,1,7000,1,8,44,Full
1615,67,25,2000,937,,MD,Multi-vehicle Collision,Minor Loss,Police,12,3,0,0,5000,0,12,6,Full
1616,90,26,2000,1552,,High School,Multi-vehicle Collision,Major Loss,None,3,3,0,0,6000,0,15,8,Full
1617,58,44,1000,1026,,MD,Single Vehicle Collision,Minor Loss,None,1,1,0,1,8000,0,8,22,Full
1618,99,62,1000,1489,,High School,Single Vehicle Collision,Minor Loss,Ambulance,19,1,1,1,9000,0,7,46,Full
1619,57,33,500,898,,High School,Multi-vehicle Collision,Major Loss,Police,22,3,1,1,1000,0,2,14,Full
1620,91,44,500,1086,,Bachelor,Parked Car,Major Loss,Police,0,1,0,0,2000,0,15,22,Full
1621,99,58,1000,938,,High School,Multi-vehicle Collision,Minor Loss,Ambulance,16,3,0,1,3000,0,17,41,Full
1622,47,25,2000,1368,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,1,1,1,1,6000,0,6,5,Full
1623,61,52,1000,1410,,Bachelor,Single Vehicle Collision,Major Loss,Police,13,1,1,0,6000,0,16,33,Full
1624,118,34,1000,1434,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,4,1,1,0,1000,0,12,17,Full
1625,10,38,500,1164,,High School,Parked Car,Minor Loss,Police,11,1,1,1,2000,0,16,20,Full
1626,53,46,2000,1286,,College,Vehicle Theft,Major Loss,Ambulance,23,1,1,0,1000,0,8,25,Full
1627,56,33,1000,918,,High School,Single Vehicle Collision,Total Loss,Other,20,1,1,1,4000,0,15,16,Full
1628,94,28,500,1060,,College,Single Vehicle Collision,Total Loss,Police,2,1,1,1,4000,0,8,8,Full
1629,21,49,500,889,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,22,3,1,1,8000,0,1,32,Full
1630,31,53,1000,1376,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,6,3,0,1,9000,0,11,32,Full
1631,85,53,500,1508,,Masters,Multi-vehicle Collision,Major Loss,None,13,3,0,1,8000,0,9,34,Full
1632,33,62,500,1310,,MD,Multi-vehicle Collision,Major Loss,Police,22,3,1,1,4000,0,5,45,Full
1633,29,47,2000,1420,,High School,Single Vehicle Collision,Minor Loss,Ambulance,22,1,1,1,4000,0,18,28,Full
1634,14,42,2000,1282,,High School,Single Vehicle Collision,Major Loss,Other,11,1,1,0,5000,0,7,24,Full
1635,25,52,500,1335,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,19,1,0,0,5000,0,0,32,Full
1636,83,60,500,998,,High School,Parked Car,Total Loss,Police,15,1,1,0,3000,0,7,39,Full
1637,25,48,1000,1655,,High School,Multi-vehicle Collision,Major Loss,Ambulance,19,3,1,0,6000,1,8,31,Full
1638,110,52,500,1586,,High School,Multi-vehicle Collision,Total Loss,Other,10,3,1,1,4000,0,18,32,Full
1639,39,58,500,988,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,6,1,0,1,10000,0,16,41,Full
1640,73,60,2000,932,,High School,Single Vehicle Collision,Major Loss,None,14,1,1,1,2000,0,4,38,Full
1641,81,64,500,1549,,High School,Vehicle Theft,Total Loss,Police,7,1,0,1,9000,0,17,44,Full
1642,34,57,500,1185,,Bachelor,Parked Car,Major Loss,None,23,1,1,0,9000,0,5,40,Full
1643,84,64,500,1449,,Bachelor,Parked Car,Minor Loss,Other,9,1,1,1,7000,0,7,46,Full
1644,30,52,500,1356,,High School,Multi-vehicle Collision,Total Loss,Police,4,3,1,0,5000,0,1,31,Full
1645,76,46,500,1064,,High School,Multi-vehicle Collision,Major Loss,Ambulance,2,3,1,1,7000,0,1,24,Full
1646,7,40,500,926,,College,Multi-vehicle Collision,Major Loss,Ambulance,0,3,0,1,3000,0,13,19,Full
1647,117,64,2000,1471,,College,Single Vehicle Collision,Minor Loss,Police,9,1,1,1,9000,0,19,46,Full
1648,99,40,2000,1458,,High School,Single Vehicle Collision,Minor Loss,Police,20,1,1,1,7000,0,10,21,Full
1649,66,32,2000,1055,,Bachelor,Vehicle Theft,Total Loss,Ambulance,12,1,0,0,7000,0,17,15,Full
1650,46,49,1000,1029,,Bachelor,Multi-vehicle Collision,Minor Loss,Ambulance,9,3,1,0,3000,0,16,31,Full
1651,51,25,500,1499,,High School,Single Vehicle Collision,Total Loss,None,13,1,0,1,8000,0,13,7,Full
1652,109,35,500,1155,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,14,1,1,0,5000,0,20,13,Full
1653,93,43,1000,1102,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,10,3,1,1,4000,1,16,21,Full
1654,53,25,1000,1024,,MD,Multi-vehicle Collision,Major Loss,Ambulance,1,4,1,0,3000,0,5,5,Full
1655,64,58,2000,912,,Masters,Vehicle Theft,Major Loss,None,19,1,1,0,10000,0,16,40,Full
1656,15,51,1000,1127,,Masters,Multi-vehicle Collision,Total Loss,None,10,3,1,1,3000,0,14,33,Full
1657,18,63,500,1516,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,0,1,0,1,2000,0,8,44,Full
1658,6,60,2000,1015,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,14,4,1,1,5000,0,1,38,Full
1659,25,39,500,897,,Bachelor,Single Vehicle Collision,Minor Loss,Police,13,1,0,0,7000,0,4,17,Full
1660,70,57,1000,1169,,Bachelor,Parked Car,Total Loss,Police,10,1,1,1,10000,0,16,41,Full
1661,92,38,500,1260,,MD,Single Vehicle Collision,Major Loss,Ambulance,15,1,0,1,7000,0,5,17,Full
1662,33,51,1000,1345,,Bachelor,Vehicle Theft,Major Loss,Police,21,1,0,1,1000,0,20,31,Full
1663,51,40,1000,1338,,Bachelor,Multi-vehicle Collision,Total Loss,Ambulance,4,3,1,1,5000,0,14,22,Full
1664,98,52,500,1062,,College,Multi-vehicle Collision,Minor Loss,Police,14,3,0,1,7000,0,9,36,Full
1665,47,33,1000,1495,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,12,3,1,1,3000,0,11,17,Full
1666,84,46,1000,1159,,College,Multi-vehicle Collision,Major Loss,None,18,3,1,1,3000,0,12,28,Full
1667,24,36,2000,937,,MD,Single Vehicle Collision,Total Loss,Police,0,1,1,1,2000,1,20,17,Full
1668,59,46,1000,871,,Masters,Multi-vehicle Collision,Minor Loss,Other,21,3,1,1,1000,0,3,25,Full
1669,78,42,500,1063,,Bachelor,Single Vehicle Collision,Major Loss,None,17,1,1,1,2000,0,5,20,Full
1670,32,37,500,1167,,MD,Single Vehicle Collision,Major Loss,Police,16,1,1,0,8000,0,14,15,Full
1671,47,41,500,1671,,High School,Multi-vehicle Collision,Total Loss,Ambulance,15,2,1,0,2000,0,5,20,Full
1672,78,42,2000,1473,,Bachelor,Single Vehicle Collision,Major Loss,Ambulance,5,1,1,0,9000,0,18,21,Full
1673,80,46,500,1179,,High School,Single Vehicle Collision,Major Loss,Police,21,1,1,0,7000,0,7,24,Full
1674,53,60,1000,936,,Bachelor,Multi-vehicle Collision,Major Loss,Ambulance,9,4,0,0,2000,0,3,43,Full
1675,44,48,500,1598,,Bachelor,Vehicle Theft,Total Loss,Other,20,1,1,1,1000,0,1,26,Full
1676,43,44,500,1602,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,11,1,1,0,9000,1,12,23,Full
1677,23,60,1000,1189,,College,Single Vehicle Collision,Minor Loss,None,10,1,1,1,6000,0,17,41,Full
1678,71,37,500,1310,,High School,Single Vehicle Collision,Minor Loss,None,15,1,1,1,7000,0,5,19,Full
1679,59,44,2000,1345,,College,Multi-vehicle Collision,Major Loss,Police,15,3,0,0,10000,0,19,24,Full
1680,15,26,1000,1381,,Masters,Multi-vehicle Collision,Major Loss,Police,5,3,1,1,4000,0,15,9,Full
1681,92,38,500,1237,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,17,3,1,1,2000,0,1,21,Full
1682,117,29,2000,1028,,High School,Multi-vehicle Collision,Total Loss,None,1,3,0,1,6000,0,11,11,Full
1683,44,50,1000,996,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,21,3,0,0,8000,0,11,32,Full
1684,111,64,500,1608,,Bachelor,Single Vehicle Collision,Major Loss,Police,11,1,1,1,1000,0,4,44,Full
1685,116,47,1000,1179,,Masters,Multi-vehicle Collision,Minor Loss,Police,9,3,0,1,2000,0,6,25,Full
1686,40,49,500,1520,,High School,Single Vehicle Collision,Major Loss,Ambulance,15,1,0,1,9000,0,9,28,Full
1687,107,31,2000,858,,College,Single Vehicle Collision,Minor Loss,Other,7,1,1,0,2000,0,1,12,Full
1688,30,34,500,1405,,Bachelor,Single Vehicle Collision,Major Loss,Police,20,1,1,0,10000,0,3,12,Full
1689,87,44,1000,885,,Bachelor,Parked Car,Major Loss,Police,10,1,1,0,7000,1,3,24,Full
1690,25,51,500,940,,MD,Multi-vehicle Collision,Major Loss,None,16,3,1,1,1000,0,7,30,Full
1691,78,40,2000,1556,,High School,Vehicle Theft,Total Loss,Ambulance,0,1,1,1,9000,0,15,22,Full
1692,66,52,500,1321,,High School,Multi-vehicle Collision,Minor Loss,Police,20,3,1,0,2000,0,17,32,Full
1693,68,55,1000,1125,,Bachelor,Single Vehicle Collision,Minor Loss,Ambulance,20,1,1,1,4000,0,3,33,Full
1694,92,28,500,885,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,15,3,1,1,3000,0,15,7,Full
1695,21,64,1000,1126,,MD,Single Vehicle Collision,Minor Loss,Ambulance,17,1,1,0,7000,0,13,46,Full
1696,29,37,1000,1150,,High School,Multi-vehicle Collision,Major Loss,Ambulance,21,3,1,1,2000,0,18,20,Full
1697,16,58,2000,1497,,MD,Multi-vehicle Collision,Minor Loss,None,5,3,1,1,4000,0,20,38,Full
1698,31,53,1000,1236,,Bachelor,Multi-vehicle Collision,Total Loss,None,17,3,0,1,5000,0,2,37,Full
1699,109,42,2000,1405,,College,Single Vehicle Collision,Minor Loss,Police,22,1,1,1,9000,0,1,25,Full
1700,68,54,2000,1422,,Bachelor,Vehicle Theft,Total Loss,None,17,1,1,0,9000,0,16,38,Full
1701,117,51,500,1357,,Masters,Multi-vehicle Collision,Major Loss,Police,16,3,0,1,3000,1,3,33,Full
1702,21,42,500,1006,,PhD,Multi-vehicle Collision,Major Loss,Ambulance,22,3,1,1,3000,1,4,26,Full
1703,102,53,500,1214,,Bachelor,Multi-vehicle Collision,Minor Loss,Other,6,3,0,0,4000,0,18,34,Full
1704,79,28,1000,1596,,Bachelor,Multi-vehicle Collision,Minor Loss,Police,19,3,1,0,5000,0,19,7,Full
